loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
10600.0,0.08810000000000001,336.15,OWN,110000.0,Verified,n,17.41,0.0,1.0,10.0,0.0,26637.0,22.0,w,10341.67,10341.67,330.96,330.96,258.33,72.63,0.0,0.0,0.0,336.15,0.0,1.0,Individual,0.0,0.0,533174.0,0.0,2.0,0.0,1.0,19.0,25968.0,77.0,0.0,1.0,16522.0,64.0,49100.0,1.0,0.0,4.0,2.0,53317.0,11906.0,66.5,0.0,0.0,117.0,190.0,15.0,15.0,4.0,28.0,6.0,0.0,3.0,6.0,4.0,7.0,7.0,7.0,11.0,6.0,10.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,585897.0,52605.0,35500.0,33800.0,N,N,low_risk
15000.0,0.0646,459.47,RENT,83000.0,Not Verified,n,19.29,1.0,0.0,14.0,0.0,12273.0,31.0,w,13857.71,13857.71,1373.03,1373.03,1142.29,230.74,0.0,0.0,0.0,459.47,0.0,1.0,Individual,0.0,0.0,65413.0,0.0,10.0,0.0,1.0,15.0,53140.0,67.0,0.0,1.0,5650.0,69.0,15800.0,1.0,0.0,0.0,2.0,4672.0,3527.0,77.7,0.0,0.0,119.0,152.0,13.0,13.0,0.0,13.0,15.0,0.0,3.0,3.0,4.0,6.0,20.0,4.0,11.0,3.0,14.0,0.0,0.0,0.0,0.0,96.7,50.0,0.0,0.0,95233.0,65413.0,15800.0,79433.0,N,N,low_risk
6000.0,0.0819,188.55,MORTGAGE,89000.0,Not Verified,n,17.66,0.0,1.0,12.0,1.0,5539.0,18.0,w,5552.13,5552.13,483.09,483.09,447.87,35.22,0.0,0.0,0.0,188.55,0.0,1.0,Individual,0.0,0.0,182582.0,2.0,3.0,2.0,3.0,6.0,75640.0,92.0,1.0,2.0,2629.0,79.0,20000.0,3.0,2.0,5.0,5.0,16598.0,8207.0,32.2,0.0,0.0,126.0,101.0,4.0,4.0,1.0,14.0,4.0,0.0,2.0,4.0,5.0,6.0,8.0,8.0,9.0,4.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,227716.0,81179.0,12100.0,82370.0,N,N,low_risk
16000.0,0.1298,538.95,MORTGAGE,41000.0,Not Verified,n,15.66,0.0,1.0,9.0,0.0,9295.0,14.0,w,15264.28,15264.28,1066.36,1066.36,735.72,330.64,0.0,0.0,0.0,538.95,0.0,1.0,Individual,0.0,0.0,87265.0,1.0,2.0,1.0,1.0,11.0,77970.0,77.0,1.0,3.0,3645.0,32.0,40300.0,1.0,2.0,2.0,5.0,10908.0,31005.0,23.1,0.0,0.0,50.0,189.0,6.0,6.0,1.0,6.0,6.0,1.0,5.0,5.0,6.0,8.0,3.0,7.0,10.0,5.0,9.0,0.0,0.0,0.0,2.0,85.7,0.0,0.0,0.0,115549.0,87265.0,40300.0,75249.0,N,N,low_risk
12000.0,0.1474,283.85,MORTGAGE,37440.0,Verified,n,40.19,0.0,3.0,11.0,1.0,3372.0,29.0,w,11863.55,11863.55,274.02,274.02,136.45,137.57,0.0,0.0,0.0,283.85,0.0,1.0,Joint App,0.0,0.0,266580.0,3.0,2.0,3.0,6.0,4.0,74028.0,98.0,2.0,3.0,3372.0,76.0,14300.0,18.0,0.0,14.0,11.0,24235.0,9328.0,26.6,0.0,0.0,127.0,92.0,6.0,4.0,2.0,7.0,3.0,1.0,1.0,1.0,7.0,8.0,18.0,8.0,9.0,1.0,11.0,0.0,0.0,0.0,7.0,96.6,14.3,1.0,0.0,281456.0,77400.0,12700.0,77556.0,N,N,low_risk
40000.0,0.0756,1245.36,MORTGAGE,85000.0,Source Verified,n,43.87,0.0,0.0,15.0,0.0,59294.0,31.0,w,38007.02,38007.02,2473.92,2473.92,1992.98,480.94,0.0,0.0,0.0,1245.36,0.0,1.0,Joint App,0.0,0.0,428186.0,0.0,3.0,2.0,3.0,7.0,86429.0,95.0,1.0,1.0,19316.0,87.0,69100.0,6.0,3.0,7.0,4.0,28546.0,2978.0,95.0,0.0,0.0,138.0,224.0,12.0,7.0,4.0,12.0,7.0,0.0,8.0,9.0,9.0,9.0,13.0,11.0,14.0,9.0,15.0,0.0,0.0,0.0,3.0,100.0,88.9,0.0,0.0,463153.0,145723.0,59100.0,99363.0,N,N,low_risk
26400.0,0.2534,780.15,MORTGAGE,100000.0,Source Verified,n,14.46,0.0,1.0,14.0,1.0,14319.0,35.0,w,25717.78,25717.78,2247.54,2247.54,682.22,1565.32,0.0,0.0,0.0,780.15,0.0,1.0,Individual,0.0,140.0,206794.0,2.0,2.0,0.0,1.0,13.0,33136.0,71.0,3.0,6.0,3187.0,60.0,32400.0,1.0,1.0,2.0,7.0,15907.0,6470.0,42.7,0.0,0.0,57.0,137.0,4.0,4.0,2.0,4.0,4.0,0.0,2.0,4.0,6.0,14.0,4.0,11.0,29.0,4.0,14.0,0.0,0.0,0.0,3.0,100.0,16.7,1.0,0.0,260542.0,47455.0,11300.0,46493.0,N,N,low_risk
10000.0,0.0646,306.31,MORTGAGE,73000.0,Not Verified,n,23.52,0.0,0.0,12.0,1.0,17888.0,21.0,w,9238.48,9238.48,897.4,897.4,761.52,135.88,0.0,0.0,0.0,306.31,0.0,1.0,Individual,0.0,0.0,164792.0,1.0,3.0,3.0,3.0,7.0,82562.0,97.0,2.0,3.0,5364.0,57.0,49100.0,1.0,0.0,6.0,7.0,13733.0,19380.0,45.9,0.0,0.0,158.0,67.0,3.0,3.0,1.0,3.0,8.0,0.0,4.0,8.0,4.0,4.0,12.0,8.0,8.0,8.0,12.0,0.0,0.0,0.0,6.0,100.0,25.0,1.0,0.0,213069.0,100450.0,35800.0,95969.0,N,N,low_risk
10000.0,0.25,397.6,MORTGAGE,69000.0,Not Verified,n,17.01,0.0,0.0,5.0,0.0,1987.0,12.0,w,9810.73,9810.73,369.82,369.82,189.27,180.55,0.0,0.0,0.0,397.6,0.0,1.0,Individual,0.0,0.0,275838.0,2.0,2.0,1.0,3.0,11.0,39152.0,89.0,1.0,1.0,1524.0,82.0,3000.0,3.0,0.0,4.0,6.0,55168.0,1013.0,66.2,0.0,0.0,41.0,87.0,8.0,5.0,2.0,8.0,6.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,6.0,2.0,5.0,0.0,0.0,0.0,4.0,75.0,50.0,0.0,0.0,282471.0,41139.0,3000.0,43919.0,N,N,low_risk
12000.0,0.19920000000000002,317.4,RENT,90000.0,Not Verified,n,30.19,0.0,0.0,22.0,1.0,42979.0,31.0,w,11639.48,11639.48,925.64,925.64,360.52,565.12,0.0,0.0,0.0,317.4,0.0,1.0,Individual,0.0,0.0,81504.0,0.0,8.0,0.0,1.0,16.0,38525.0,54.0,0.0,1.0,10044.0,77.0,48100.0,1.0,4.0,1.0,2.0,3705.0,999.0,97.4,0.0,0.0,239.0,93.0,17.0,16.0,0.0,34.0,12.0,0.0,9.0,12.0,9.0,13.0,13.0,14.0,18.0,12.0,22.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,0.0,114331.0,81504.0,38200.0,66231.0,N,N,low_risk
6000.0,0.0646,183.79,RENT,100000.0,Not Verified,n,7.24,0.0,1.0,10.0,0.0,10936.0,23.0,w,5696.2,5696.2,365.43,365.43,303.8,61.63,0.0,0.0,0.0,183.79,0.0,1.0,Joint App,0.0,0.0,20113.0,1.0,1.0,1.0,1.0,12.0,9177.0,64.0,2.0,2.0,7520.0,21.0,80400.0,0.0,1.0,1.0,3.0,2011.0,64266.0,14.3,0.0,0.0,132.0,149.0,6.0,6.0,0.0,25.0,6.0,0.0,3.0,4.0,5.0,10.0,6.0,9.0,17.0,4.0,10.0,0.0,0.0,0.0,3.0,95.7,20.0,0.0,0.0,94764.0,20113.0,75000.0,14364.0,N,N,low_risk
4200.0,0.0702,129.73,MORTGAGE,40000.0,Verified,n,41.15,0.0,0.0,10.0,0.0,14088.0,22.0,f,3989.06,3989.06,256.18,256.18,210.94,45.24,0.0,0.0,0.0,129.73,0.0,1.0,Joint App,0.0,0.0,251291.0,0.0,1.0,0.0,1.0,13.0,21522.0,72.0,0.0,1.0,9620.0,45.0,49800.0,1.0,1.0,1.0,2.0,25129.0,34433.0,28.9,0.0,0.0,156.0,463.0,21.0,13.0,1.0,26.0,1.0,0.0,4.0,5.0,6.0,14.0,4.0,8.0,16.0,5.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,305400.0,35610.0,48400.0,30000.0,N,N,low_risk
16000.0,0.139,371.47,MORTGAGE,60000.0,Source Verified,n,10.98,0.0,0.0,10.0,1.0,10441.0,18.0,w,15813.86,15813.86,359.11,359.11,186.14,172.97,0.0,0.0,0.0,371.47,0.0,1.0,Individual,0.0,0.0,264266.0,0.0,4.0,0.0,0.0,36.0,17686.0,88.0,2.0,2.0,7461.0,80.0,15400.0,1.0,0.0,5.0,3.0,29363.0,39.0,99.5,0.0,0.0,78.0,135.0,8.0,8.0,1.0,29.0,8.0,0.0,1.0,3.0,1.0,3.0,6.0,5.0,11.0,3.0,10.0,0.0,0.0,0.0,3.0,100.0,100.0,1.0,0.0,273050.0,28127.0,7500.0,20000.0,N,N,low_risk
15000.0,0.139,511.94,MORTGAGE,55000.0,Source Verified,n,9.21,0.0,0.0,12.0,1.0,18433.0,25.0,w,14661.81,14661.81,500.36,500.36,338.19,162.17,0.0,0.0,0.0,511.94,0.0,1.0,Individual,0.0,0.0,76972.0,0.0,8.0,0.0,0.0,98.0,58539.0,146.0,0.0,2.0,9086.0,103.0,34900.0,0.0,1.0,1.0,2.0,6414.0,11167.0,62.3,0.0,0.0,161.0,151.0,15.0,15.0,0.0,19.0,7.0,0.0,3.0,3.0,3.0,5.0,18.0,4.0,7.0,3.0,12.0,0.0,0.0,0.0,0.0,100.0,33.3,1.0,0.0,74900.0,76972.0,29600.0,40000.0,N,N,low_risk
4800.0,0.1131,157.86,RENT,157000.0,Source Verified,n,4.56,0.0,1.0,9.0,0.0,4033.0,21.0,w,4573.7,4573.7,312.7,312.7,226.3,86.4,0.0,0.0,0.0,157.86,0.0,1.0,Individual,0.0,93.0,10720.0,3.0,1.0,1.0,1.0,4.0,6687.0,96.0,3.0,4.0,1798.0,38.0,21000.0,1.0,0.0,1.0,5.0,1191.0,12627.0,19.1,0.0,0.0,75.0,167.0,4.0,4.0,0.0,4.0,4.0,11.0,4.0,6.0,5.0,7.0,2.0,8.0,19.0,6.0,9.0,0.0,0.0,0.0,4.0,47.6,0.0,0.0,0.0,28000.0,10720.0,15600.0,7000.0,N,N,low_risk
6025.0,0.1557,210.55,RENT,79000.0,Verified,n,19.35,0.0,1.0,10.0,0.0,13619.0,14.0,w,5892.62,5892.62,205.34,205.34,132.38,72.96,0.0,0.0,0.0,210.55,0.0,1.0,Individual,0.0,200.0,44638.0,0.0,2.0,0.0,0.0,31.0,31019.0,53.0,1.0,2.0,9057.0,54.0,24800.0,0.0,1.0,2.0,2.0,4464.0,3626.0,78.8,0.0,0.0,75.0,184.0,12.0,12.0,0.0,39.0,1.0,0.0,3.0,5.0,3.0,3.0,4.0,8.0,10.0,5.0,10.0,0.0,0.0,0.0,1.0,85.7,66.7,0.0,0.0,83394.0,44638.0,17100.0,58594.0,N,N,low_risk
6400.0,0.1502,221.93,MORTGAGE,9504.0,Verified,n,103.28,0.0,0.0,5.0,1.0,1315.0,11.0,w,6114.58,6114.58,430.51,430.51,285.42,145.09,0.0,0.0,0.0,221.93,0.0,1.0,Joint App,0.0,0.0,13531.0,0.0,3.0,2.0,3.0,9.0,12216.0,63.0,0.0,0.0,1315.0,64.0,1800.0,1.0,2.0,0.0,3.0,2706.0,185.0,87.7,0.0,0.0,30.0,261.0,26.0,9.0,2.0,75.0,13.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,100.0,100.0,1.0,0.0,21175.0,13531.0,1500.0,19375.0,N,N,low_risk
25000.0,0.1502,866.88,MORTGAGE,88000.0,Verified,n,21.29,0.0,3.0,14.0,0.0,26625.0,67.0,w,24412.92,24412.92,858.28,858.28,587.08,271.2,0.0,0.0,0.0,900.0,0.0,1.0,Individual,0.0,1465.0,199217.0,1.0,2.0,1.0,3.0,10.0,31094.0,74.0,1.0,4.0,4598.0,72.0,37400.0,1.0,1.0,4.0,7.0,14230.0,3667.0,77.2,0.0,0.0,150.0,153.0,6.0,6.0,5.0,6.0,4.0,0.0,5.0,10.0,5.0,5.0,50.0,11.0,12.0,10.0,14.0,0.0,0.0,0.0,2.0,97.0,40.0,0.0,0.0,230399.0,57719.0,16100.0,41985.0,N,N,low_risk
12600.0,0.1502,299.89,RENT,45000.0,Source Verified,n,18.16,0.0,0.0,6.0,0.0,13024.0,9.0,w,12313.86,12313.86,589.27,589.27,286.14,303.13,0.0,0.0,0.0,299.89,0.0,1.0,Individual,0.0,0.0,23165.0,1.0,1.0,1.0,1.0,7.0,10141.0,81.0,1.0,2.0,5012.0,82.0,15800.0,1.0,0.0,2.0,3.0,3861.0,870.0,93.0,0.0,0.0,101.0,80.0,3.0,3.0,0.0,19.0,7.0,0.0,3.0,5.0,3.0,4.0,3.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,28388.0,23165.0,12400.0,12588.0,N,N,low_risk
16000.0,0.1308,539.72,OWN,42000.0,Not Verified,n,27.54,0.0,0.0,5.0,0.0,16523.0,19.0,w,15265.38,15265.38,968.99,968.99,734.62,234.37,0.0,0.0,0.0,539.72,0.0,1.0,Individual,0.0,0.0,32312.0,0.0,1.0,0.0,1.0,18.0,15789.0,81.0,0.0,0.0,8157.0,69.0,27400.0,1.0,2.0,1.0,1.0,6462.0,9977.0,62.4,0.0,0.0,152.0,153.0,42.0,18.0,2.0,60.0,12.0,0.0,3.0,3.0,3.0,8.0,4.0,4.0,13.0,3.0,5.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,47000.0,32312.0,26500.0,19600.0,N,N,low_risk
10000.0,0.0819,314.25,MORTGAGE,86816.28,Source Verified,n,23.43,0.0,2.0,11.0,0.0,23882.0,20.0,w,0.0,0.0,10136.759114116701,10136.76,10000.0,136.76,0.0,0.0,0.0,9827.06,0.0,1.0,Individual,0.0,0.0,57488.0,1.0,2.0,0.0,2.0,21.0,33606.0,12.0,1.0,1.0,8230.0,36.0,53600.0,2.0,2.0,2.0,3.0,5226.0,18743.0,55.5,0.0,0.0,162.0,295.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,6.0,6.0,7.0,8.0,9.0,12.0,6.0,11.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,112870.0,57488.0,42100.0,59270.0,N,N,low_risk
3500.0,0.1691,124.63,OWN,15618.84,Not Verified,n,23.66,0.0,0.0,3.0,0.0,5966.0,8.0,w,3348.32,3348.32,245.97,245.97,151.68,94.29,0.0,0.0,0.0,124.63,0.0,1.0,Individual,0.0,0.0,9283.0,0.0,1.0,1.0,2.0,9.0,3317.0,83.0,0.0,0.0,4372.0,83.0,7200.0,2.0,0.0,1.0,2.0,3094.0,628.0,87.4,0.0,0.0,48.0,127.0,56.0,9.0,1.0,127.0,9.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,11200.0,9283.0,5000.0,4000.0,N,N,low_risk
20000.0,0.0646,612.62,MORTGAGE,150000.0,Not Verified,n,10.27,1.0,0.0,19.0,0.0,18340.0,27.0,w,19495.05,19495.05,605.44,605.44,504.95,100.49,0.0,0.0,0.0,612.62,0.0,1.0,Individual,0.0,0.0,18992.0,0.0,1.0,0.0,0.0,37.0,652.0,3.0,1.0,3.0,4091.0,30.0,40300.0,0.0,1.0,2.0,3.0,1000.0,9973.0,60.1,0.0,0.0,98.0,112.0,10.0,10.0,0.0,10.0,7.0,0.0,7.0,10.0,9.0,10.0,4.0,18.0,23.0,10.0,19.0,0.0,0.0,0.0,1.0,96.3,22.2,0.0,0.0,63804.0,18992.0,25000.0,23504.0,N,N,low_risk
14400.0,0.0702,444.77,OWN,96000.0,Not Verified,n,19.15,0.0,0.0,9.0,0.0,15461.0,20.0,w,14039.47,14039.47,456.0,456.0,360.53,95.47,0.0,0.0,0.0,461.62,0.0,1.0,Individual,0.0,0.0,32020.0,0.0,3.0,0.0,0.0,35.0,16559.0,27.0,1.0,1.0,9234.0,28.0,55200.0,0.0,7.0,0.0,1.0,4003.0,32522.0,23.5,0.0,0.0,126.0,169.0,12.0,12.0,2.0,12.0,20.0,0.0,2.0,5.0,3.0,6.0,8.0,6.0,10.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,115606.0,32020.0,42500.0,60406.0,N,N,low_risk
30000.0,0.0646,918.93,MORTGAGE,110000.0,Not Verified,n,18.0,0.0,0.0,29.0,0.0,33823.0,52.0,w,29242.57,29242.57,929.7,929.7,757.43,172.27,0.0,0.0,0.0,951.23,0.0,1.0,Joint App,0.0,0.0,526252.0,2.0,17.0,0.0,1.0,13.0,85990.0,92.0,2.0,2.0,10894.0,63.0,98100.0,1.0,2.0,1.0,3.0,18147.0,37666.0,34.0,0.0,0.0,130.0,194.0,0.0,0.0,7.0,6.0,4.0,0.0,6.0,7.0,7.0,11.0,22.0,10.0,22.0,7.0,29.0,0.0,0.0,0.0,2.0,100.0,28.6,0.0,0.0,630557.0,119813.0,57100.0,93688.0,N,N,low_risk
